lat,lon,label,title,url,color,cid,search_guid,pid
54.28252498529679,9.5796958543968, %26%2310006%3B,"Location: 54.28252498529679,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-028926281e2f&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-028926281e2f,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.6207534271984, %26%2310006%3B,"Location: 54.33043501470321,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-b0d12870d46e&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-b0d12870d46e,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.6207534271984, %26%2310006%3B,"Location: 54.30648,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-268b8442e0eb&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-268b8442e0eb,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.28252498529679,9.6207534271984, %26%2310006%3B,"Location: 54.28252498529679,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-e3249a28567f&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-e3249a28567f,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.7849837184048, %26%2310006%3B,"Location: 54.35439002940643,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-f480d457c576&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-f480d457c576,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.7028685728016, %26%2310006%3B,"Location: 54.37834504410964,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-7231ae6d0404&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-7231ae6d0404,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.5796958543968, %26%2310006%3B,"Location: 54.25856997059357,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-86c6dd42f665&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-86c6dd42f665,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.7849837184048, %26%2310006%3B,"Location: 54.25856997059357,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-7320b24e6875&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-7320b24e6875,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.7028685728016, %26%2310006%3B,"Location: 54.23461495589036,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-63866a42a2f7&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-63866a42a2f7,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.661811, %26%2310006%3B,"Location: 54.37834504410964,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-da2180fbd117&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-da2180fbd117,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.7028685728016, %26%2310006%3B,"Location: 54.25856997059357,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-4db75f4ade9c&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-4db75f4ade9c,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.538638281595201, %26%2310006%3B,"Location: 54.37834504410964,9.538638281595201  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-302ec2fcd9ff&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-302ec2fcd9ff,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.7439261456032, %26%2310006%3B,"Location: 54.30648,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-b7bec8f2bdaa&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-b7bec8f2bdaa,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.5796958543968, %26%2310006%3B,"Location: 54.33043501470321,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-03d1b443c951&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-03d1b443c951,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.7439261456032, %26%2310006%3B,"Location: 54.23461495589036,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-7eeb43cd76f5&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-7eeb43cd76f5,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.7028685728016, %26%2310006%3B,"Location: 54.30648,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-15c24f2cd744&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-15c24f2cd744,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.661811, %26%2310006%3B,"Location: 54.35439002940643,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-d1eaa99d91ee&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-d1eaa99d91ee,ChIJR5VOotKls0cRv8Jz51y8HjQ
